T-gMgVjeNsWp20fo5hKvUGVxaSzxs=,Huge wave warning,??????
T-D7vvPQVIIgwWEOQZCozkYFkaCNY=,A huge wave attack is coming.,?????????
T-pElPQ3IQLY5n/POKoPMXNp6m6uo=,giant clam attack,????
T-MRPTx5yebieMJvegZovqdwZ8Q/I=,The giant clam attacks you!,?????????!
T-i2p5zqbEu8LIKClSmouPF4zSMAw=,Become Aquaman?,?????
T-VaBbcw5XX699YkAHgpP9rNcLstg=,I'd better continue to wait for human rescue!,????????????!
T-r/duWkJbyurWLWgpHJFrG5pYLO4=,Go to the sea with Poseidon,?????????
T-cxOymDZG8MJTzNQnX5/KfL5Q6gk=,Become Aquaman,????
T-diE/kEvStRdJSkTyp4CkjAv8VKg=,Hidden ending!,????!
T-1z5XUAnTXkAMm27/Fo/9DiCmzDA=,Daily surprises!,????!
T-0qqWaQ+2gNgYz12TIhnBAOcAkUM=,What will happen today?,????????
T-nHzC0al6Ice8vOHma1/9nNg7kiw=,Venomous sea snake attack,?????
T-GKIM3KEykqxsu/Ulaunw7no3nvo=,The poisonous sea snake attacks you!,??????????!
T-TscpRQvugICZbqaVgtjvVjsbun8=,poisonous mosquito attack,?????
T-c3ilIsWCkXjiOG7QMf/mNaBLgx8=,Poisonous mosquitoes are attacking you!,??????????!
T-qd6msDHqP0StnKMECGNixA9gDss=,Jellyfish attack,????
T-kgCuoT0b/mV1hnJWCMmIyGzcxbA=,The jellyfish is attacking you!,?????????!
T-edNzWE5g26OXMG3/gHyL4GlPRzE=,leech attack,????
T-HXmzy6Qok6jFr0UcadrCuFIXYbw=,The leeches are attacking you!,?????????!
T-db/me0FnorlwC0W2MvgUO2/iWbc=,Kraken attack,????
T-WS8AWYV1wtqRwtzFRPVrDZ+4aSo=,The Kraken is attacking you!,?????????!
T-M1rxGXt9/UjFEo9gmqcCq55S5h4=,pirates are coming,????
T-8PNHlIB2fKFkFQiwdGdTv922eE8=,Emergency gathering!,????!
T-0M9UybhbZlbKH1rgtwuYz7aNc4U=,Pirate attack warning,??????
T-9viZJYqyLmEWsSNcWN1pr3nW0fg=,A pirate attack is coming.,?????????
T-8norw11gCMHlXL4tcqIVDVLSuA0=,Poseidon's Deterrence,?????
T-FiR0iVsFK5SbuTIKBPQm06HQwb4=,Poseidon also scared away monsters,?????????
T-ksYVD2BO5druxB2ZxQmkn38PqO4=,Poseidon's comfort,?????
T-dk33etU6qWYYw+r0GbF5ZeaqCAc=,Poseidon also made some of your wounds disappear,?????????????
T-kQrjj01froRUASb0zvrb1gBW5Bk=,Poseidon's blessing,?????
T-L4XxMQWnvUAHq8xKJY3laCLsCY4=,Poseidon also increases the durability of your raft.,?????????????
T-jlFi2V9Zpo+3rF9/rnDbLOE26EE=,dolphin buddy gift,??????
T-/HPNKvNe1Vu4tpjfxWYsgGHCVhs=,seaspout,???
T-WQsONgkuDtLLNMaEBOTJEEDs2NY=,The tornado brought down unknown creatures.,????????????????
T-TsdQf0jDyyh4ydMVd6eupfB5x1c=,Seaspout warning,???????
T-ue5fhw1yueQfZWnahT2FzfvRJLU=,A seaspout attack is coming.,??????????
T-s/hF8Y33aRMmDs9JEvhv6GgcT2Q=,Gray gull attack,?????
T-DwqBbYzJ5fhRMDgZr2fHFTFhcdU=,Gray Seagulls are attacking you!,??????????!
T-PQ4kLCVFv9E/YJQAteWcnOd4y4c=,The mysterious businessman is here!,??????!
T-3sovE+tZONqchjmhcElJc+2loiI=,A ship is approaching me!,????????!
T-G2mKO/4wY5+4qY43nQVVrbCoxyg=,accept,??
T-JP2jNJZk2FYqi9/3gXZVIxfA7w4=,You are rescued!,????!
T-TpxPFhDhhPA4FWhe9ebxkn1GV9Y=,congratulations! \n A passing ship saves you!,???!\n?????????!
T-iq6+dAVqDMPCTQV0dwuQ5VqZ//Q=,return to civilization,??????
T-PnquY8QCel7FHoH61pDyCXyaIsk=,hurricane warning,??????
T-MEm1sUSJg6z+61XFqj4p4xCo1rg=,A hurricane is coming.,?????????
T-S2KxcRTHTBzQ/qMtJ4WhFzxWBpw=,Skeleton pirate attack,??????
T-QgCOrp//MRnQxhPch5F+Ksblouw=,Skeleton pirates are attacking you!,???????????!
T-loN6zFgSPDdFnlZWzrk8lfVUzZA=,Skeleton Gunner Attack,??????
T-81vF5l2kN3+ucpmsogK3N3+jGHQ=,The Skeleton Gunner is attacking you!,???????????!
T-QRrQjsaP+NUl/Kpzk8Kpp02SQso=,Captain Skeleton Attack,??????
T-Fm2FGST08IGmGX2CEGwMkmV+jGw=,Captain Skeleton attacks you!,???????????!
T-Bo90PTN71MiUaajGYlsf3LQLPXw=,shark attack,????
T-AcSNRnB6NMdPvtBBkaQDLuM5agQ=,A shark ate your raft.,??????????
T-9sR44zi+OJuRoLPWaHl/ciUrGIg=,Shark attack warning,??????
T-VAzVfU2ajpI1XrON4ujPgePBmTw=,Shark attack is coming.,?????????
T-Pjr+Wab8/Lm3qTO4knebJ1VVAXM=,China Shipping,??
T-sM9q3gS0qFPEZgXNlgD+y7RbKuo=,A bit dangerous sea area!,???????!
T-+HJCHyFlUn88MG+lJWrCGk9MmEU=,spear fish,??
T-gSSDAZdytObj+vpAGocTYJGfyE4=,fishing,??
T-1MUjZSSnKWN7ZK5c7CnqOINVnBI=,in vain,???
T-Xm/Syr6MbK1yeBRKrUKahdQRlDI=,Get water,??
T-+HwHw+LXnXl+/7FwS13hN4Wklsw=,place,??
T-drQTdOOqlI+UlokZOiO6WsiHWEk=,anchor,??
T-EkaSdb71JlEM6aCjXmAOVzFro0M=,Summon killer whales to drive away sharks,?????????
T-k52YJR5XrDUIh4ObKEnk1VpPsno=,Boom!,??!
T-dZh6limxWBhNJc+0VQstnCG2Q5I=,drink,??
T-dbxun872Dd91UttbujbiPaJNsGY=,diving,??
T-XHayfKwch1ne2InFQT3Fnu8/iL4=,take a bath,???
T-O0jw/X1Dr5N55KSvkZgswDjeFOk=,WARNING: This will end the game.,??:???????
T-18OFLA/9Lk+dNotwIF9DJ3ecwd0=,Return to the sea,????
T-T9xPxVb+hrQ5c3gDft4vYvsijnw=,squid,??
T-xZI8Z3zxv6EBTxbdoCK2ts0zs20=,Annoying squid!,?????!
T-UyJHegfnYRoFqQfW+LdLHSJTbzM=,Caused by attacking a squid with a flint knife +50~150.0 harm,??????????+50~150.0??
T-T+9+73htokfBTp5fFe5ZNy5vIpU=,Attack with flint knife,??????
T-6W3PMJe6PCzHChCIXth8loJY3+w=,Caused by attacking a squid with a flint knife +35~105.0 harm,??????????+35~105.0??
T-NPWyLRMnfVat5vf3pfueB8UPHZk=,Caused by attacking a squid with a scrap metal shovel +50~150.0 harm,???????????+50~150.0??
T-/UemckE5Or4osbgqUoWkwsLB+Gk=,Attack with scrap metal shovel,???????
T-os5h50EQ7wEJ1oplo8/StVW702s=,Caused by attacking a squid with a scrap metal shovel +35~105.0 harm,???????????+35~105.0??
T-ObPoVfmTYDm96kXMbVkuenmaJhI=,Caused by attacking squid with bone knife +155~250.0 harm,?????????+155~250.0??
T-1OVCDf+X5GrmSTnztGSQ4XXF6rE=,Attack with bone knife,?????
T-MW3rZMIW5UNE+n3Y4+FyqwP6q0A=,Caused by attacking squid with bone knife +108.5~175.0 harm,?????????+108.5~175.0??
T-hHvdeDBdaxILilBiWuAbnD7xpEc=,Attacking a squid with a safety knife causes +25~50.0 harm,??????????+25~50.0??
T-IoY5kE+bnOb4iBYoW9Vbpb1m+G4=,Attack with safety knife,??????
T-d70UGNSU2uTtSZjCfQKixhcBoMs=,Attacking a squid with a safety knife causes +17.5~35.0 harm,??????????+17.5~35.0??
T-TowzwRHBPuk+xp6A5SzNP6MK76Y=,Caused by attacking squid with boar tusks +25~50.0 harm,??????????+25~50.0??
T-aQJ7cHCRZVTyZiLnIJa5w5vuQdQ=,Attack with boar tusks,??????
T-M0cB+dPrgi8L7MD6Bpns6XNWFgY=,Caused by attacking squid with boar tusks +17.5~35.0 harm,??????????+17.5~35.0??
T-m/desgp9DcIhjY3fFmm2zEN5k+s=,Hitting a squid with a sling causes +225~75.0 harm,??????????+225~75.0??
T-2+f8jwxbdF3Ic93f30ONc8dE31w=,Attack with sling,??????
T-8jT4dl2K4uUcPu6TnZrIYZw4ijA=,Hitting a squid with a sling causes +157.5~52.5 harm,??????????+157.5~52.5??
T-nhaNeSVzdU0a9yxkpGak8q1qBHc=,Attacking a squid with a torch causes +25~75.0 harm,?????????+25~75.0??
T-FEg+lwWGmOxJtKtWEBoVfC1atl8=,Attack with torch,?????
T-gET2z/sVpSWiiVYBl1ZSc9ht94U=,Attacking a squid with a torch causes +17.5~52.5 harm,?????????+17.5~52.5??
T-ZlFkWT9dTNd6qhCfOppBjPwO3AE=,Attacking a squid with a torch (igniting it) causes +25~75.0 harm,???(??)??????+25~75.0??
T-7f4VWinxNlql13A6d518atJeBP4=,Attack with torch (lit),???(??)??
T-1eZAgTqLES/VZ4jmlRYNI5CiLAM=,Attacking a squid with a torch (igniting it) causes +17.5~52.5 harm,???(??)??????+17.5~52.5??
T-AjZH1ji4X4J83fyt1+070nVUoqo=,Attacking a squid with a stone ax causes +25~100.0 harm,?????????+25~100.0??
T-9C7mQjAushqRmmdbcGBgMlt/8aM=,Attack with stone ax,?????
T-jG8tIIFuJscNYmc8XDGDXd0/GE8=,Attacking a squid with a stone ax causes +17.5~70.0 harm,?????????+17.5~70.0??
T-n5HJiakjv1sYo5NQCLZhDGyN1XI=,Attacking a squid with a blunt survival ax causes +25~100.0 harm,????????????+25~100.0??
T-pDWV2+nUITSaIqozHJhDuuSJRUQ=,Attack with a blunt survival ax,????????
T-aWy7WsVmvokoV3wrZcZOPRPM/hs=,Attacking a squid with a blunt survival ax causes +17.5~70.0 harm,????????????+17.5~70.0??
T-L+iAQgl9R83Iwa/iHRWIzzmJMhM=,Caused by attacking squid with a wooden shovel +25~100.0 harm,?????????+25~100.0??
T-ACAvLP7cwoVkw5+pBVBdpjuWh2E=,Attack with wooden shovel,?????
T-oSC/qNbbTCiDWVlF2F9atP3he5U=,Caused by attacking squid with a wooden shovel +17.5~70.0 harm,?????????+17.5~70.0??
T-2MsY7WEifK+G7yNESkEaPdkSN0M=,Hitting a squid with a stone causes +25~100.0 harm,?????????+25~100.0??
T-4doJd/fQQqbWU05YoZxpkmISJ/g=,attack with stone,?????
T-0TgX1ymjrBrjZBX0kOLhOIZAm6Q=,Hitting a squid with a stone causes+17.5~70.0 harm,?????????+17.5~70.0??
T-VO2ilqrOdgsCM/DntNWrB6mW+4Q=,Caused by attacking a squid with a copper shovel +50~125.0 harm,?????????+50~125.0??
T-ZABX+olq9AWZ+f1P0db/3r146u8=,Attack with copper shovel,?????
T-2v0237i81KWQdj+2hNVoWw63sdk=,Caused by attacking a squid with a copper shovel +35~87.5 harm,?????????+35~87.5??
T-ivPcp/Q8Mds9LgJyEqGULrXhxKU=,Caused by attacking a squid with a copper ax +50~150.0 harm,?????????+50~150.0??
T-tzpUgdxdzGAUbOpyxMOUG5vQ43g=,Attack with copper ax,?????
T-HuNzZWYgZ8LsmRqdTm2RfKk0na8=,Caused by attacking a squid with a copper ax +35~105.0 harm,?????????+35~105.0??
T-N4HfpgizAWhs3pXnf14FBB8yGkg=,Caused by attacking a squid with a flint ax +50~150.0 harm,??????????+50~150.0??
T-JgxPH62/csgASeMj7Dt8jkjCt5A=,Attack with a flint ax,??????
T-56iCr6NXQ4xolg3l5ughNODnkb4=,Caused by attacking a squid with a flint ax +35~105.0 harm,??????????+35~105.0??
T-ZBlf9o7Vem/TT63Dlm5IiaS1oTI=,Caused by attacking a squid with a scrap metal ax +150~250.0 harm,???????????+150~250.0??
T-hYhhq3b37y9kEVlyAaRqMqYAq+g=,Attack with scrap metal ax,???????
T-68Y2UhlICcPzzmwqFAU7j1Wrcko=,Caused by attacking a squid with a scrap metal ax +105~175.0 harm,???????????+105~175.0??
T-lM1yJh1f/dE10mYJafpPu8esMNI=,Caused by attacking squid with a survival ax +150~250.0 harm,??????????+150~250.0??
T-vPOy6GNst/D9jVD5hfLhenjK8JU=,Attack with survival ax,??????
T-QMKFW/p02YgnJa/RC9DgZ+MA7eU=,Caused by attacking squid with a survival ax +105~175.0 harm,??????????+105~175.0??
T-Y5frPHnlYy1uqwuyEsqD3M0pXYM=,Caused by attacking a squid with a copper knife +450~550.0 harm,?????????+450~550.0??
T-wjjyg5wRAQ6PGbbb6OAWUKwjBbw=,Attack with copper knife,?????
T-fWNjXVlKCJX8ql827317BnoCuGs=,Caused by attacking a squid with a copper knife +315~385.0 harm,?????????+315~385.0??
T-cesSCTtaA8vu7dmXusZVGODPbRM=,Caused by attacking a squid with grandfather's knife +450~550.0 harm,???????????+450~550.0??
T-UOeEKpE9XwIeN+KC56HBQ3tKfs8=,Attack with grandfather's knife,???????
T-zSLhRsq8ACtmNW2sPwqzf48lS1E=,Caused by attacking a squid with grandfather's knife +315~385.0 harm,???????????+315~385.0??
T-pzDpSWKvSsDwuyTZ0QgBIld3UUU=,Caused by attacking a squid with a scrap metal knife +250~350.0 harm,???????????+250~350.0??
T-+MUKk53h1zWEkp11/OdkJfJC5Vw=,Attack with scrap metal knife,???????
T-5G6ZuJvlhvytk6EdEfHZg7A2AEo=,Caused by attacking a squid with a scrap metal knife +175~244.99999999999997 harm,???????????+175~244.99999999999997??
T-KK6foBpG8yxaMRfgmMxYmW/G7dE=,Attacking a squid with a harpoon causes +225~375.0 harm,?????????+225~375.0??
T-0jPAf8nRY9ZBnS/sFPXUt9/gRCE=,attack with harpoon,?????
T-kJcb+BYLykcrNZ5mm/bpP7mQ3cw=,Attacking a squid with a harpoon causes +157.5~262.5 harm,?????????+157.5~262.5??
T-5BXkCSaLO+UwwjoXYLGhtA3fTBY=,Caused by attacking squid with a simple spear +125~325.0 harm,???????????+125~325.0??
T-sN3hx7X7iN+8cUfYOC0sup4UUZk=,Attack with a simple spear,???????
T-qBRJ4zBnNcLLDRnod9uUusE9u6A=,Caused by attacking squid with a simple spear +87.5~227.49999999999997 harm,???????????+87.5~227.49999999999997??
T-00ZHCbXOheaG8CFEFFvCuImSXCY=,Attacking a squid with a ritual dagger causes +75~150.0 harm,???????????+75~150.0??
T-Cne1tl53hgmsa1bHcvQtX7uuGXY=,Attack with ritual dagger,???????
T-wVa9M1AWgapYEzPb4Lwe3bAqYhM=,Attacking a squid with a ritual dagger causes +52.5~105.0 harm,???????????+52.5~105.0??
T-8CHuhmmQKSI6uZnJAAsXCJ7fb3c=,Caused by attacking a squid with a shark-tooth stick +75~150.0 harm,??????????+75~150.0??
T-OG4AoQUFs7L3RHV5P1fG5bViJtQ=,Attack with Shark Tooth Club,??????
T-bIU4vNH4FMjpOFgX4Z/vAm82CDI=,Caused by attacking a squid with a shark-tooth stick +52.5~105.0 harm,??????????+52.5~105.0??
T-faI0+BpHudoEL1pQ+OtI15cazdE=,Attacking a squid with a saber causes +250~315.0 harm,?????????+250~315.0??
T-sf2BnVhjW2D/XpAAA+H9QZiM52s=,attack with saber,?????
T-1WzfhYyi62Ttn19jn6hz/8R17Eo=,Attacking a squid with a saber causes +175~220.5 harm,?????????+175~220.5??
T-R8d4orWIUROOebVW8QFGkTn3SWw=,Attacking a squid with an obsidian knife causes +75~150.0 harm,???????????+75~150.0??
T-/EA6KnVPvQ1X3mj85MbqPranYhY=,Attack with obsidian knife,???????
T-LTdE8/MnN9ZSOYD8aO7FZAQcekI=,Attacking a squid with an obsidian knife causes +52.5~105.0 harm,???????????+52.5~105.0??
T-f8i8d/jtjQkg4fXDniT8NhnymkM=,Caused by attacking a squid with a copper spear +600~800.0 harm,??????????+600~800.0??
T-yu6waI55nXiUt6jwNmvk4oOLqDM=,Attack with a copper spear,??????
T-CYlNS06BdwqavRVwQ2NX9s9ebs8=,Caused by attacking a squid with a copper spear +420~560.0 harm,??????????+420~560.0??
T-dG0C2pfGkv7/FD0LpNbOgRBfq+g=,Caused by attacking a squid with a flint spear +250~350.0 harm,???????????+250~350.0??
T-jg/BPN1EXqElJ5v4J3SmKsIOspg=,Attack with flint spear,???????
T-FVQQMJFt7gMsefmRcDcj+g8AdW4=,Caused by attacking a squid with a flint spear +175~244.99999999999997 harm,???????????+175~244.99999999999997??
T-Rw8AOwKFkehlBVlBmv6Z0daFDK4=,Caused by attacking a squid with a scrap metal spear +350~500.0 harm,????????????+350~500.0??
T-SOjzMLl35atgdfiF1oUpVqARqJ8=,Attack with scrap metal spear,????????
T-5B96Ls7MfuecbShG1/17q3yq8Fo=,Caused by attacking a squid with a scrap metal spear +245~350.0 harm,????????????+245~350.0??
T-/hNv8XbMTe/SDR6MYqt0l2PP4vc=,Attacking squid with darts causes +250~325.0 harm,?????????+250~325.0??
T-zzxImGE/9cosqsFMZJt6zTeNZgQ=,Attack with darts,?????
T-U1z/LjJTExuAo6Bc9IJeKyZOEr8=,Attacking squid with darts causes +175~227.49999999999997 harm,?????????+175~227.49999999999997??
T-0tF2V1Yr/M7/ciSd+BOaeuNsGRA=,Hitting a squid with an obsidian spear causes +175~200.0 harm,????????????+175~200.0??
T-O1xzvFl5tkHJlR9t00S6MA0vaT8=,Attack with an obsidian spear,????????
T-OhhZMLKDMTG222VngFyiBflE7Lg=,Hitting a squid with an obsidian spear causes +122.5~140.0 harm,????????????+122.5~140.0??
T-JMD3BPmBwofbRZUtbjAQG5z+5Mk=,Attacking a squid with a gun causes +350~500.0 harm,????????+350~500.0??
T-C/QwXhGobN/yhoI4I3p252iAswk=,attack with gun,????
T-ZqMZjQx42x+jZtJP1iXDHD00pEc=,Attacking a squid with a gun causes +245~350.0 harm,????????+245~350.0??
T-ZWqun3ksAwlffhkULyxv7VGz3Ws=,Attack the squid with a slingshot +475~675.0 harm,?????????+475~675.0??
T-oQUcr0eBmOxmhxMyUe8QTaXk5h0=,Attack with slingshot,?????
T-/CyDkZX0zyU14qGP4EsFKPRh5TE=,Attack the squid with a slingshot +332.5~472.499999999999994 harm,?????????+332.5~472.49999999999994??
T-lm/lNGGxij8qB9gHcpn33UNIs80=,Caused by attacking a squid with a launcher loaded with obsidian shells +1550~1750.0 harm,??????????????????+1550~1750.0??
T-x2s7MH1bXoG0gzOjbBsSN1urtps=,Attacks with a launcher loaded with obsidian shells,??????????????
T-bW/EQp+XCbNfVWEWOey5TqCZK84=,Caused by attacking a squid with a launcher loaded with obsidian shells +1085~1225.0 harm,??????????????????+1085~1225.0??
T-2lrnaAT0ONY+AMsfTPVCgTYbtvY=,Caused by attacking a squid with a launcher loaded with coconut shells +1350~1550.0 harm,?????????????????+1350~1550.0??
T-Rv41jjHX0heEzHbUOKxWl5Yh730=,Attacks with a launcher loaded with coconut shells,?????????????
T-rHIXPz1UQVijIJNWiSbyNH8iYTY=,Caused by attacking a squid with a launcher filled with coconut shells +945~1085.0 harm,?????????????????+945~1085.0??
T-30onprntTA10N+pWN6gyeDh7UMs=,Attacking a squid with a nail gun +950~1050.0 harm,?????????+950~1050.0??
T-qjA5Ls7Jo6NS3SxLOTsgJrZMIvI=,Attack with nail gun,?????
T-2N9cEbC+xbiLQ3yeZ5QMcswRCck=,Attacking a squid with a nail gun +665~735.0 harm,?????????+665~735.0??
T-3fopS+FBcWoZTkVjGPLGyEafRTk=,Attacking a squid with a stun gun+1650~1950.0 harm,??????????+1650~1950.0??
T-doXj7JshYsTY4IgREmfFUzaWdfc=,Attack with stun gun,??????
T-DoWDrYDZ+bYEnvBbjwIZ0mdaxJg=,Attacking a squid with a stun gun +1155~1365.0 harm,??????????+1155~1365.0??
T-0EmcnvdJpoS6QKqjx+Qc/J0fedc=,Attacking a squid with a trident causes +1000~1200.0 harm,??????????+1000~1200.0??
T-7sG0deHBxERVHrv/qb5rppeg1HY=,Attack with trident,??????
T-EaYPts5Z2jlspqo9Omzgyog/J2I=,Attacking a squid with a trident causes +700~840.0 harm,??????????+700~840.0??
T-x5L3HYtoT/N/rhAaa2rPMoqAhUI=,Attacking a squid with a trident (charged) causes +1000~1200.0 harm,????(??)??????+1000~1200.0??
T-xnKShS8qhyItX0LS8+HrQarE5oA=,Attack with trident (charged),????(??)??
T-ZrfYEzKXMapJFxV7Rkd5+Kf5l78=,Attacking a squid with a trident (charged) causes +700~840.0 harm,????(??)??????+700~840.0??
T-GvYqgUG+x40G6leHgZvFMojilg8=,Use a simple bow and simple arrows to attack the squid. +300~450.0 harm,????????????????+300~450.0??
T-I4uJvCEYh4ej9TaHmL/FTszDPnY=,Attack with a simple bow,???????
T-l6BFi8m18BsN2ZzS1QRxvtoLjZc=,Use a simple bow and simple arrows to attack the squid. +210~315.0 harm,????????????????+210~315.0??
T-ioaBFHrrj1NcTAm7+B5S0tU26VE=,Use a simple bow and bone arrows to attack the squid. +400~500.0 harm,????????????????+400~500.0??
T-RDNRrzIFMmlL03zSrPxm1UpQPcA=,Use a simple bow and bone arrows to attack the squid. +280~350.0 harm,????????????????+280~350.0??
T-zNj2cIIfkaOUWDheh1YKyGAB/QU=,Attack the squid with a simple bow and flint arrows +300~400.0 harm,????????????????+300~400.0??
T-FM0H5bmh5owkuD4WHNoXa6pFaPk=,Attack the squid with a simple bow and flint arrows +210~280.0 harm,????????????????+210~280.0??
T-6CG8EDBzNqk4UxwPp80T6FRU5T8=,Attacking squid with compound bows and simple arrows causes +400~600.0 harm,???????????????+400~600.0??
T-AdR6ZNhJU83vwQ9TUIMnvQQ3ioc=,Attack with compound bow,??????
T-0nv+bzoibAKmlYv2bciysQZ/KQA=,Attacking squid with compound bows and simple arrows causes +280~420.0 harm,???????????????+280~420.0??
T-ndkrISNgzADUhpRNVRD0kudFDuM=,Attacking squid with compound bows and bone arrows causes +500~650.0 harm,???????????????+500~650.0??
T-8u8pzyBRnL8nl9X3qecwrRMuHpA=,Attacking squid with compound bows and bone arrows causes +350~454.99999999999994 harm,???????????????+350~454.99999999999994??
T-4D84sf7b0eeyfENsXjEZlCpLW7Y=,Attacking squid with compound bows and flint arrows causes +400~550.0 harm,???????????????+400~550.0??
T-+4QKbUkylDNPRDr9E95ooF7kQdU=,Attacking squid with compound bows and flint arrows causes +280~385.0 harm,???????????????+280~385.0??
T-FUemMSgdb8iihvCMjwUWjbnfwrs=,throw,??
T-oNGMx7vTA9vsyccxa2+qySLJOhQ=,sneak attack,??
T-lf4e3ennypsKFf/G0NjGMymotHo=,frozen,??
T-eSmTw1ZqfTmFyNE+3xC+nhctoTM=,Attack interval,????
T-Qp/YaGep4X7d0hU1hb35M0bDFSA=,combustion,??
T-78HNbOhE9AEl1o3MveqPoDyWBvQ=,explode,??
T-CnwwloTU1SR3nslyv9Wi4lcFk2A=,attack charge,????
T-glb/6nQgVhD9X95K4ow8Naf8DYY=,blindness,??
T-wmnyBpa3A/5rnAIcPr9vHqvEya8=,HP,??
T-Oo0fWsuYq5Qsr2QFm/mxU3KpP5s=,squid death,????
T-YgpEhVG2uGwpKaAzoAc5uvG0YwU=,cactus,???
T-+tCLjvwFofFHVYjqZ92FNm/qR6M=,Be careful of getting pricked!,????!
T-w/iTPXejkCBAmfWt+88lBK1bQ3k=,collection,??
T-Tqhkvj82TCDAh1GFZFsHWGM1LKg=,cactus field,????
T-r3nY3VB9mLejt+IGpwVxKcz6Eko=,I should keep the field hydrated and wait for it to mature.,"??????????,?????"
T-rzFxFQtk1OXoXkuuSz98l6+X5b8=,watering,??
T-fqVW2HFJzPlH4T6bJiswaHp992E=,fertilize,??
T-vHgFZ5ZaiLkiKQpDJ7SxEI99oI4=,destroy,??
T-XXJYimzjmTRCjc8yXuQxB2SMNxg=,Moisture,??
T-Wubbxw3TdFjgvdJAQ70r9CKj1uc=,Maturity,???
T-Fj5Tlh6h3bTkWT7b/8xYvQzdUOw=,Pesticides - mites,??—??
T-SQHNrljrV4ElcnBuwhZZKDCw4NI=,Pesticides-Fungi,??—??
T-ZU9vsJSCCzY0giN4iFcRMfJfhkE=,Mite infestation,????
T-JOp8tZlyle1uhnrntbk0oDNQfYU=,fungal infection,????
T-ZB/zI6aEK2wE1RCVaG+gDAojvgI=,fertility,??
T-ADxJfEAUJ+0Bm0FqhQ5nRW04L78=,health,???
T-vK5eC/DT7Rk0B4bJdfMseO9qSEk=,The crop is dead!,?????!
T-8nCP57ANx2ga/+mTm0MW6ZdXCkA=,glacier,??
T-CnGA4qLL9Zq9Hj5yku6yDmJSfiE=,cold ~,??~
T-9+NTbN1s9uEOlmRdwPDoPz4aEtU=,Picking ice,??
T-L4nw27UTtf1g+/fH4TfAWwgwz4I=,Ice crystal box,???
